Ensemble HUGO OMIM_ID
ENSG00000152661 GJA1 186100
ENSG00000152661 GJA1 164200
ENSG00000025156 HSF2 NA
ENSG00000135549 PKIB NA
ENSG00000164434 FABP7 NA
ENSG00000172594 SMPDL3A NA
ENSG00000111907 TPD52L1 NA
ENSG00000135547 HEY2 NA
ENSG00000066651 TRMT11 NA
ENSG00000118518 RNF146 NA
ENSG00000196569 LAMA2 607855
ENSG00000118507 AKAP7 NA
ENSG00000118520 ARG1 207800
ENSG00000197594 ENPP1 613312
ENSG00000197594 ENPP1 602475
ENSG00000197594 ENPP1 208000
ENSG00000197594 ENPP1 125853
ENSG00000118526 TCF21 NA
ENSG00000028839 TBPL1 NA
ENSG00000118513 MYB NA
ENSG00000171408 PDE7B NA
ENSG00000112357 PEX7 614879
ENSG00000112357 PEX7 215100
ENSG00000118503 TNFAIP3 NA
ENSG00000051620 HEBP2 NA
ENSG00000024862 CCDC28A NA
ENSG00000112406 HECA NA
ENSG00000009844 VTA1 NA
ENSG00000146416 AIG1 NA
ENSG00000034693 PEX3 614882
ENSG00000112419 PHACTR2 NA
ENSG00000135521 LTV1 NA
ENSG00000135604 STX11 603552
ENSG00000152822 GRM1 614831
ENSG00000118508 RAB32 NA
ENSG00000164506 STXBP5 NA
ENSG00000111961 SASH1 NA
ENSG00000055208 TAB2 614980
ENSG00000177688 SUMO4 600320
ENSG00000203722 RAET1G NA
ENSG00000111981 ULBP1 NA
ENSG00000009765 IYD 274800
ENSG00000131016 AKAP12 NA
ENSG00000146476 C6orf211 NA
ENSG00000091831 ESR1 615363
ENSG00000144381 HSPD1 612233
ENSG00000144381 HSPD1 605280
ENSG00000146469 VIP NA
ENSG00000112038 OPRM1 NA
ENSG00000146426 TIAM2 NA
ENSG00000049618 ARID1B 614562
ENSG00000130340 SNX9 NA
ENSG00000078269 SYNJ2 NA
ENSG00000146457 WTAP NA
ENSG00000120437 ACAT2 NA
ENSG00000112110 MRPL18 NA
ENSG00000130368 MAS1 NA
ENSG00000197081 IGF2R NA
ENSG00000175003 SLC22A1 NA
ENSG00000146477 SLC22A3 NA
ENSG00000085511 MAP3K4 NA
ENSG00000112530 PACRG 607572
ENSG00000112531 QKI NA
ENSG00000213066 FGFR1OP NA
ENSG00000112486 CCR6 NA
ENSG00000112494 UNC93A NA
ENSG00000130396 MLLT4 NA
ENSG00000112584 FAM120B NA
ENSG00000112592 TBP 607136
ENSG00000112685 EXOC2 NA
ENSG00000188996 HUS1B NA
ENSG00000021355 SERPINB1 NA
ENSG00000170542 SERPINB9 NA
ENSG00000124570 SERPINB6 613453
ENSG00000137267 TUBB2A NA
ENSG00000137285 TUBB2B 610031
ENSG00000198721 ECI2 NA
ENSG00000124787 RPP40 NA
ENSG00000124491 F13A1 613225
ENSG00000124783 SSR1 NA
ENSG00000124802 EEF1E1 NA
ENSG00000137203 TFAP2A 113620
ENSG00000111859 NEDD9 NA
ENSG00000111863 ADTRP NA
ENSG00000050393 MCUR1 NA
ENSG00000047579 DTNBP1 614076
ENSG00000124789 NUP153 NA
ENSG00000137177 KIF13A NA
ENSG00000137364 TPMT 610460
ENSG00000172179 PRL NA
ENSG00000112293 GPLD1 NA
ENSG00000111802 TDP2 NA
ENSG00000112308 C6orf62 NA
ENSG00000111913 FAM65B NA
ENSG00000164508 HIST1H2AA NA
ENSG00000124568 SLC17A1 NA
ENSG00000124610 HIST1H1A NA
ENSG00000196226 HIST1H2BB NA
ENSG00000187837 HIST1H1C NA
ENSG00000187475 HIST1H1T NA
ENSG00000180596 HIST1H2BC NA
ENSG00000197409 HIST1H3D NA
ENSG00000187990 HIST1H2BG NA
ENSG00000124575 HIST1H1D NA
ENSG00000158406 HIST1H4H NA
ENSG00000124635 HIST1H2BJ NA
ENSG00000197903 HIST1H2BK NA
ENSG00000184357 HIST1H1B NA
ENSG00000197153 HIST1H3J NA
ENSG00000158691 ZSCAN12 NA
ENSG00000030110 BAK1 NA
ENSG00000137288 UQCC2 NA
ENSG00000161896 IP6K3 NA
ENSG00000124493 GRM4 NA
ENSG00000124664 SPDEF NA
ENSG00000196821 C6orf106 NA
ENSG00000064995 TAF11 NA
ENSG00000007866 TEAD3 NA
ENSG00000112041 TULP1 613843
ENSG00000112041 TULP1 600132
ENSG00000137392 CLPS NA
ENSG00000096063 SRPK1 NA
ENSG00000112053 SLC26A8 606766
ENSG00000010030 ETV7 NA
ENSG00000112079 STK38 NA
ENSG00000137168 PPIL1 NA
ENSG00000137409 MTCH1 NA
ENSG00000183826 BTBD9 611185
ENSG00000124767 GLO1 NA
ENSG00000164627 KIF6 NA
ENSG00000124602 UNC5CL NA
ENSG00000161911 TREML1 NA
ENSG00000095970 TREM2 221770
ENSG00000124731 TREM1 NA
ENSG00000112561 TFEB NA
ENSG00000137218 FRS3 NA
ENSG00000164663 USP49 NA
ENSG00000124641 MED20 NA
ENSG00000112576 CCND3 NA
ENSG00000112599 GUCA1B 613827
ENSG00000048544 MRPS10 NA
ENSG00000124496 TRERF1 NA
ENSG00000112619 PRPH2 613105
ENSG00000112619 PRPH2 608161
ENSG00000112619 PRPH2 608133
ENSG00000112619 PRPH2 268000
ENSG00000112619 PRPH2 169150
ENSG00000112619 PRPH2 136880
ENSG00000124659 TBCC NA
ENSG00000124587 PEX6 614863
ENSG00000124587 PEX6 614862
ENSG00000044090 CUL7 273750
ENSG00000112651 MRPL2 NA
ENSG00000112667 DNPH1 NA
ENSG00000171462 DLK2 NA
ENSG00000137207 YIPF3 NA
ENSG00000124571 XPO5 NA
ENSG00000172432 GTPBP2 NA
ENSG00000180992 MRPL14 NA
ENSG00000157593 SLC35B2 NA
ENSG00000146232 NFKBIE NA
ENSG00000146221 TCTE1 NA
ENSG00000124608 AARS2 614096
ENSG00000196284 SUPT3H NA
ENSG00000112782 CLIC5 NA
ENSG00000112796 ENPP5 NA
ENSG00000172348 RCAN2 NA
ENSG00000146072 TNFRSF21 NA
ENSG00000146085 MUT 251000
ENSG00000112077 RHAG 268150
ENSG00000096006 CRISP3 NA
ENSG00000170927 PKHD1 263200
ENSG00000112118 MCM3 NA
ENSG00000065308 TRAM2 NA
ENSG00000112144 ICK 612651
ENSG00000137270 GCM1 NA
ENSG00000012660 ELOVL5 NA
ENSG00000001084 GCLC 230450
ENSG00000146151 HMGCLL1 NA
ENSG00000112175 BMP5 NA
ENSG00000151914 DST 614653
ENSG00000112210 RAB23 201000
ENSG00000112232 KHDRBS2 NA
ENSG00000112280 COL9A1 614135
ENSG00000112280 COL9A1 614134
ENSG00000112305 SMAP1 NA
ENSG00000156508 EEF1A1 NA
ENSG00000112697 TMEM30A NA
ENSG00000135312 HTR1B NA
ENSG00000146247 PHIP NA
ENSG00000118418 HMGN3 NA
ENSG00000135338 LCA5 604537
ENSG00000118402 ELOVL4 614457
ENSG00000118402 ELOVL4 600110
ENSG00000112773 FAM46A NA
ENSG00000005700 IBTK NA
ENSG00000013375 PGM3 NA
ENSG00000065833 ME1 NA
ENSG00000065609 SNAP91 NA
ENSG00000135315 KIAA1009 NA
ENSG00000135346 CGA NA
ENSG00000146282 RARS2 611523
ENSG00000135334 AKIRIN2 NA
ENSG00000111880 RNGTT NA
ENSG00000146276 GABRR1 NA
ENSG00000111886 GABRR2 NA
ENSG00000025039 RRAGD NA
ENSG00000112159 MDN1 NA
ENSG00000112182 BACH2 NA
ENSG00000135341 MAP3K7 NA
ENSG00000135333 EPHA7 NA
ENSG00000112218 GPR63 NA
ENSG00000123545 NDUFAF4 252010
ENSG00000146263 MMS22L NA
ENSG00000112234 FBXL4 NA
ENSG00000146267 FAXC NA
ENSG00000132423 COQ3 NA
ENSG00000132424 PNISR NA
ENSG00000123552 USP45 NA
ENSG00000112237 CCNC NA
ENSG00000152034 MCHR2 NA
ENSG00000112246 SIM1 NA
ENSG00000112249 ASCC3 NA
ENSG00000085382 HACE1 NA
ENSG00000112276 BVES NA
ENSG00000085377 PREP NA
ENSG00000057663 ATG5 NA
ENSG00000130347 RTN4IP1 NA
ENSG00000164494 PDSS2 614652
ENSG00000025796 SEC63 174050
ENSG00000081087 OSTM1 259720
ENSG00000112335 SNX3 601349
ENSG00000080546 SESN1 NA
ENSG00000155085 AK9 NA
ENSG00000112290 WASF1 NA
ENSG00000203797 DDO NA
ENSG00000155111 CDK19 NA
ENSG00000009413 REV3L NA
ENSG00000056972 TRAF3IP2 614070
ENSG00000010810 FYN NA
ENSG00000112769 LAMA4 615235
ENSG00000196591 HDAC2 NA
ENSG00000111816 FRK NA
ENSG00000123500 COL10A1 156500
ENSG00000187189 TSPYL4 NA
ENSG00000189241 TSPYL1 608800
ENSG00000153975 ZUFSP NA
ENSG00000047932 GOPC NA
ENSG00000111897 SERINC1 NA
ENSG00000186439 TRDN NA
ENSG00000111906 HDDC2 NA
ENSG00000146376 ARHGAP18 NA
ENSG00000164483 SAMD3 NA
ENSG00000112282 MED23 614249
ENSG00000118523 CTGF NA
ENSG00000079931 MOXD1 NA
ENSG00000079950 STX7 NA
ENSG00000112303 VNN2 NA
ENSG00000118515 SGK1 NA
ENSG00000112339 HBS1L NA
ENSG00000135541 AHI1 608629
ENSG00000029363 BCLAF1 NA
ENSG00000197442 MAP3K5 NA
ENSG00000016402 IL20RA NA
ENSG00000164485 IL22RA2 NA
ENSG00000027697 IFNGR1 600263
ENSG00000027697 IFNGR1 209950
ENSG00000177468 OLIG3 NA
ENSG00000135597 REPS1 NA
ENSG00000135577 NMBR NA
ENSG00000010818 HIVEP2 NA
ENSG00000189007 ADAT2 NA
ENSG00000118495 PLAGL1 NA
ENSG00000169976 SF3B5 NA
ENSG00000112425 EPM2A 254780
ENSG00000118496 FBXO30 NA
ENSG00000146414 SHPRH NA
ENSG00000186625 KATNA1 NA
ENSG00000120253 NUP43 NA
ENSG00000120256 LRP11 NA
ENSG00000164520 RAET1E NA
ENSG00000181472 ZBTB2 NA
ENSG00000155906 RMND1 614922
ENSG00000131018 SYNE1 612998
ENSG00000131018 SYNE1 610743
ENSG00000112029 FBXO5 NA
ENSG00000112031 MTRF1L NA
ENSG00000091844 RGS17 NA
ENSG00000166441 RPL27A NA
ENSG00000074706 IPCEF1 NA
ENSG00000153721 CNKSR3 NA
ENSG00000029639 TFB1M NA
ENSG00000146425 DYNLT1 NA
ENSG00000092820 EZR NA
ENSG00000130363 RSPH3 NA
ENSG00000164691 TAGAP NA
ENSG00000112096 SOD2 612634
ENSG00000026652 AGPAT4 NA
ENSG00000185345 PARK2 600116
ENSG00000185345 PARK2 168600
ENSG00000164458 TRUE 215400
ENSG00000164458 TRUE 182940
ENSG00000198818 SFT2D1 NA
ENSG00000060762 MPC1 614741
ENSG00000071242 RPS6KA2 NA
ENSG00000164488 DACT2 NA
ENSG00000186340 THBS2 603932
ENSG00000130024 PHF10 NA
ENSG00000198719 DLL1 NA
ENSG00000008018 PSMB1 NA
ENSG00000071994 PDCD2 NA
ENSG00000164828 SUN1 NA
ENSG00000198517 MAFK NA
ENSG00000106268 NUDT1 NA
ENSG00000106263 EIF3B NA
ENSG00000136213 CHST12 NA
ENSG00000106003 LFNG 609813
ENSG00000146587 RBAK NA
ENSG00000157954 WIPI2 NA
ENSG00000075618 FSCN1 NA
ENSG00000106305 AIMP2 NA
ENSG00000136247 ZDHHC4 NA
ENSG00000146576 C7orf26 NA
ENSG00000187953 PMS2CL NA
ENSG00000106392 C1GALT1 NA
ENSG00000164654 MIOS NA
ENSG00000122584 NXPH1 NA
ENSG00000106443 PHF14 NA
ENSG00000006747 SCIN NA
ENSG00000136261 BZW2 NA
ENSG00000106537 TSPAN13 NA
ENSG00000105855 ITGB8 NA
ENSG00000004846 ABCB5 NA
ENSG00000105866 SP4 NA
ENSG00000136244 IL6 604302
ENSG00000136244 IL6 148000
ENSG00000136243 NUPL2 NA
ENSG00000136235 GPNMB NA
ENSG00000122585 NPY NA
ENSG00000105926 MPP6 NA
ENSG00000050344 NFE2L3 NA
ENSG00000122565 CBX3 NA
ENSG00000106038 EVX1 NA
ENSG00000106052 TAX1BP1 NA
ENSG00000106069 CHN2 NA
ENSG00000106086 PLEKHA8 NA
ENSG00000106105 GARS 601472
ENSG00000106105 GARS 600794
ENSG00000106128 GHRHR 612781
ENSG00000078549 ADCYAP1R1 NA
ENSG00000106341 PPP1R17 NA
ENSG00000105778 AVL9 NA
ENSG00000122642 FKBP9 NA
ENSG00000164619 BMPER 608022
ENSG00000011426 ANLN NA
ENSG00000086289 EPDR1 NA
ENSG00000065883 CDK13 NA
ENSG00000106591 MRPL32 NA
ENSG00000002746 HECW1 NA
ENSG00000106605 BLVRA 614156
ENSG00000136279 DBNL NA
ENSG00000106636 YKT6 NA
ENSG00000105953 OGDH NA
ENSG00000122515 ZMIZ2 NA
ENSG00000196262 PPIA NA
ENSG00000136280 CCM2 603284
ENSG00000122679 RAMP3 NA
ENSG00000164742 ADCY1 NA
ENSG00000146678 IGFBP1 NA
ENSG00000183696 UPP1 NA
ENSG00000185811 IKZF1 NA
ENSG00000146648 EGFR 211980
ENSG00000132434 LANCL2 NA
ENSG00000146729 GBAS NA
ENSG00000146731 CCT6A NA
ENSG00000197123 ZNF679 NA
ENSG00000196247 ZNF107 NA
ENSG00000126522 ASL 207900
ENSG00000169902 TPST1 NA
ENSG00000077800 FKBP6 NA
ENSG00000188763 FZD9 NA
ENSG00000176428 VPS37D NA
ENSG00000071462 WBSCR22 194050
ENSG00000189143 CLDN4 NA
ENSG00000049540 ELN 185500
ENSG00000049540 ELN 123700
ENSG00000106683 LIMK1 NA
ENSG00000106682 EIF4H NA
ENSG00000086730 LAT2 NA
ENSG00000106665 CLIP2 NA
ENSG00000006704 GTF2IRD1 NA
ENSG00000077809 GTF2I NA
ENSG00000146701 MDH2 NA
ENSG00000106211 HSPB1 608634
ENSG00000106211 HSPB1 606595
ENSG00000127947 PTPN12 NA
ENSG00000006576 PHTF2 NA
ENSG00000127955 GNAI1 NA
ENSG00000135218 CD36 611162
ENSG00000135218 CD36 610938
ENSG00000135218 CD36 608404
ENSG00000135218 CD36 248310
ENSG00000198822 GRM3 NA
ENSG00000005469 CROT NA
ENSG00000006634 DBF4 NA
ENSG00000008277 ADAM22 NA
ENSG00000157224 CLDN12 NA
ENSG00000058091 CDK14 NA
ENSG00000157240 FZD1 NA
ENSG00000127914 AKAP9 611820
ENSG00000157259 GATAD1 614672
ENSG00000127993 RBM48 NA
ENSG00000127928 GNGT1 NA
ENSG00000127920 GNG11 NA
ENSG00000164692 COL1A2 259420
ENSG00000164692 COL1A2 225320
ENSG00000164692 COL1A2 166220
ENSG00000164692 COL1A2 166210
ENSG00000164692 COL1A2 166200
ENSG00000164692 COL1A2 130060
ENSG00000158560 DYNC1I1 NA
ENSG00000196636 ACN9 NA
ENSG00000006128 TAC1 NA
ENSG00000164715 LMTK2 NA
ENSG00000180535 BHLHA15 NA
ENSG00000164713 BRI3 NA
ENSG00000106236 NPTX2 NA
ENSG00000106245 BUD31 NA
ENSG00000160917 CPSF4 NA
ENSG00000197343 ZNF655 NA
ENSG00000021461 CYP3A43 NA
ENSG00000166529 ZSCAN21 NA
ENSG00000168090 COPS6 NA
ENSG00000166997 CNPY4 NA
ENSG00000214309 MBLAC1 NA
ENSG00000146834 MEPCE NA
ENSG00000106351 AGFG2 NA
ENSG00000106336 FBXO24 NA
ENSG00000106333 PCOLCE NA
ENSG00000172354 GNB2 NA
ENSG00000172336 POP7 NA
ENSG00000130427 EPO 612623
ENSG00000146839 ZAN NA
ENSG00000146828 SLC12A9 NA
ENSG00000087077 TRIP6 NA
ENSG00000087087 SRRT NA
ENSG00000169876 MUC17 NA
ENSG00000169871 TRIM56 NA
ENSG00000106367 AP1S1 609313
ENSG00000106400 ZNHIT1 NA
ENSG00000160963 COL26A1 NA
ENSG00000160999 SH2B2 NA
ENSG00000160991 ORAI2 NA
ENSG00000170632 ARMC10 NA
ENSG00000105819 PMPCB NA
ENSG00000161057 PSMC2 NA
ENSG00000005483 KMT2E NA
ENSG00000135249 RINT1 NA
ENSG00000105851 PIK3CG NA
ENSG00000005249 PRKAR2B NA
ENSG00000091140 DLD 246900
ENSG00000128590 DNAJB9 NA
ENSG00000198839 ZNF277 NA
ENSG00000006652 IFRD1 NA
ENSG00000128573 FOXP2 602081
ENSG00000135272 MDFIC NA
ENSG00000105971 CAV2 NA
ENSG00000105976 MET 605074
ENSG00000105976 MET 114550
ENSG00000198898 CAPZA2 NA
ENSG00000001626 CFTR 277180
ENSG00000001626 CFTR 219700
ENSG00000128534 NAA38 NA
ENSG00000106013 ANKRD7 NA
ENSG00000184408 KCND2 NA
ENSG00000071243 ING3 275355
ENSG00000002745 WNT16 NA
ENSG00000106278 PTPRZ1 NA
ENSG00000197157 SND1 NA
ENSG00000128595 CALU NA
ENSG00000128596 CCDC136 NA
ENSG00000128591 FLNC 614065
ENSG00000128591 FLNC 609524
ENSG00000128524 ATP6V1F NA
ENSG00000128604 IRF5 612251
ENSG00000128604 IRF5 612245
ENSG00000128604 IRF5 180300
ENSG00000128602 SMO NA
ENSG00000158467 AHCYL2 NA
ENSG00000128578 STRIP2 NA
ENSG00000106459 NRF1 NA
ENSG00000128607 KLHDC10 NA
ENSG00000158516 CPA2 NA
ENSG00000128510 CPA4 NA
ENSG00000158525 CPA5 NA
ENSG00000091704 CPA1 NA
ENSG00000106484 MEST NA
ENSG00000128585 MKLN1 NA
ENSG00000131558 EXOC4 NA
ENSG00000172331 BPGM 222800
ENSG00000122786 CALD1 NA
ENSG00000146856 AGBL3 NA
ENSG00000181072 CHRM2 608516
ENSG00000181072 CHRM2 103780
ENSG00000122779 TRIM24 188550
ENSG00000146963 C7orf55-LUC7L2 NA
ENSG00000133597 ADCK2 NA
ENSG00000090266 NDUFB2 NA
ENSG00000006530 AGK 614691
ENSG00000006530 AGK 212350
ENSG00000106028 SSBP1 NA
ENSG00000204983 PRSS1 167800
ENSG00000106123 EPHB6 NA
ENSG00000165131 C7orf34 NA
ENSG00000159763 PIP NA
ENSG00000197448 GSTK1 NA
ENSG00000178826 TMEM139 NA
ENSG00000106144 CASP2 NA
ENSG00000159840 ZYX NA
ENSG00000174469 CNTNAP2 612100
ENSG00000174469 CNTNAP2 610042
ENSG00000055130 CUL1 NA
ENSG00000197024 ZNF398 NA
ENSG00000170260 ZNF212 NA
ENSG00000133574 GIMAP4 NA
ENSG00000002726 AOC1 NA
ENSG00000164867 NOS3 163729
ENSG00000197150 ABCB8 NA
ENSG00000213199 ASIC3 NA
ENSG00000164889 SLC4A2 NA
ENSG00000133612 AGAP3 NA
ENSG00000013374 NUB1 NA
ENSG00000178234 GALNT11 NA
ENSG00000133627 ACTR3B NA
ENSG00000130226 DPP6 612956
ENSG00000157219 HTR5A NA
ENSG00000186480 INSIG1 NA
ENSG00000164778 EN2 NA
ENSG00000184863 RBM33 NA
ENSG00000105982 RNF32 NA
ENSG00000009335 UBE3C NA
ENSG00000105993 DNAJB6 603511
ENSG00000146540 C7orf50 NA
ENSG00000178381 ZFAND2A NA
ENSG00000164877 MICALL2 NA
ENSG00000164880 INTS1 NA
ENSG00000106266 SNX8 NA
ENSG00000198286 CARD11 615206
ENSG00000198286 CARD11 606445
ENSG00000157927 RADIL NA
ENSG00000155034 FBXL18 NA
ENSG00000075624 ACTB 607371
ENSG00000075624 ACTB 243310
ENSG00000086232 EIF2AK1 NA
ENSG00000008256 CYTH3 NA
ENSG00000136240 KDELR2 NA
ENSG00000106399 RPA3 NA
ENSG00000003147 ICA1 NA
ENSG00000189043 NDUFA4 NA
ENSG00000006468 ETV1 612219
ENSG00000136267 DGKB NA
ENSG00000106511 MEOX2 NA
ENSG00000171243 SOSTDC1 NA
ENSG00000106524 ANKMY2 NA
ENSG00000106541 AGR2 NA
ENSG00000173467 AGR3 NA
ENSG00000071189 SNX13 NA
ENSG00000122691 TWIST1 180750
ENSG00000122691 TWIST1 123100
ENSG00000122691 TWIST1 101400
ENSG00000105849 TWISTNB NA
ENSG00000164651 SP8 NA
ENSG00000136237 RAPGEF5 NA
ENSG00000196683 TOMM7 NA
ENSG00000164548 TRA2A NA
ENSG00000105928 DFNA5 600994
ENSG00000070882 OSBPL3 NA
ENSG00000172115 CYCS 612004
ENSG00000105954 NPVF NA
ENSG00000122566 HNRNPA2B1 NA
ENSG00000122548 KIAA0087 NA
ENSG00000005020 SKAP2 NA
ENSG00000105991 HOXA1 601536
ENSG00000105996 HOXA2 612290
ENSG00000105997 HOXA3 NA
ENSG00000106004 HOXA5 NA
ENSG00000106006 HOXA6 NA
ENSG00000106031 HOXA13 176305
ENSG00000106031 HOXA13 140000
ENSG00000153814 JAZF1 NA
ENSG00000106066 CPVL NA
ENSG00000136193 SCRN1 NA
ENSG00000106100 NOD1 NA
ENSG00000006625 GGCT NA
ENSG00000106113 CRHR2 NA
ENSG00000164600 NEUROD6 NA
ENSG00000106355 LSM5 NA
ENSG00000164610 RP9 180104
ENSG00000164532 TBX20 611363
ENSG00000122557 HERPUD2 NA
ENSG00000136250 AOAH NA
ENSG00000155849 ELMO1 NA
ENSG00000106483 SFRP4 NA
ENSG00000078053 AMPH NA
ENSG00000006715 VPS41 NA
ENSG00000122641 INHBA NA
ENSG00000106571 GLI3 175700
ENSG00000106571 GLI3 174700
ENSG00000106571 GLI3 174200
ENSG00000106571 GLI3 146510
ENSG00000106588 PSMA2 NA
ENSG00000062582 MRPS24 NA
ENSG00000122678 POLM NA
ENSG00000106628 POLD2 NA
ENSG00000106631 MYL7 NA
ENSG00000106633 GCK 606391
ENSG00000106633 GCK 602485
ENSG00000106633 GCK 125851
ENSG00000058404 CAMK2B NA
ENSG00000015676 NUDCD3 NA
ENSG00000136271 DDX56 NA
ENSG00000158604 TMED4 NA
ENSG00000105968 H2AFV NA
ENSG00000146676 PURB NA
ENSG00000146674 IGFBP3 NA
ENSG00000136205 TNS3 NA
ENSG00000136273 HUS1 NA
ENSG00000164744 SUN3 NA
ENSG00000042813 ZPBP NA
ENSG00000132436 FIGNL1 NA
ENSG00000132437 DDC 608643
ENSG00000106070 GRB10 NA
ENSG00000106078 COBL NA
ENSG00000132432 SEC61G NA
ENSG00000154978 VOPP1 NA
ENSG00000164776 PHKG1 NA
ENSG00000169919 GUSB 253220
ENSG00000009954 BAZ1B NA
ENSG00000106638 TBL2 NA
ENSG00000009950 MLXIPL NA
ENSG00000176410 DNAJC30 NA
ENSG00000106089 STX1A NA
ENSG00000106077 ABHD11 NA
ENSG00000165215 CLDN3 NA
ENSG00000049541 RFC2 194050
ENSG00000127946 HIP1 NA
ENSG00000006606 CCL26 NA
ENSG00000106178 CCL24 NA
ENSG00000189077 TMEM120A NA
ENSG00000127952 STYXL1 NA
ENSG00000170027 YWHAG NA
ENSG00000187391 MAGI2 NA
ENSG00000075223 SEMA3C NA
ENSG00000019991 HGF 608265
ENSG00000153956 CACNA2D1 NA
ENSG00000186472 PCLO NA
ENSG00000170381 SEMA3E NA
ENSG00000075213 SEMA3A 614897
ENSG00000153993 SEMA3D NA
ENSG00000182165 TP53TG1 NA
ENSG00000005471 ABCB4 614972
ENSG00000005471 ABCB4 602347
ENSG00000005471 ABCB4 600803
ENSG00000085563 ABCB1 612244
ENSG00000075142 SRI NA
ENSG00000127980 PEX1 601539
ENSG00000127980 PEX1 214100
ENSG00000105810 CDK6 612223
ENSG00000004948 CALCR NA
ENSG00000105825 TFPI2 NA
ENSG00000105829 BET1 NA
ENSG00000127990 SGCE 159900
ENSG00000005421 PON1 612633
ENSG00000005421 PON1 168820
ENSG00000105854 PON2 NA
ENSG00000004799 PDK4 NA
ENSG00000004864 SLC25A13 605814
ENSG00000004864 SLC25A13 603471
ENSG00000127922 SHFM1 NA
ENSG00000105880 DLX5 220600
ENSG00000006453 BAIAP2L1 NA
ENSG00000198742 SMURF1 NA
ENSG00000106244 PDAP1 NA
ENSG00000106258 CYP3A5 NA
ENSG00000160868 CYP3A4 NA
ENSG00000160862 AZGP1 NA
ENSG00000166526 ZNF3 NA
ENSG00000166508 MCM7 NA
ENSG00000106290 TAF6 NA
ENSG00000146826 C7orf43 NA
ENSG00000197093 GAL3ST4 NA
ENSG00000213420 GPC2 NA
ENSG00000166925 TSC22D4 NA
ENSG00000106327 TFR2 604250
ENSG00000077080 ACTL6B NA
ENSG00000146830 GIGYF1 NA
ENSG00000196411 EPHB4 NA
ENSG00000087085 ACHE 112100
ENSG00000128564 VGF NA
ENSG00000106397 PLOD3 612394
ENSG00000214253 FIS1 NA
ENSG00000128581 RABL5 NA
ENSG00000160993 ALKBH4 NA
ENSG00000161040 FBXL13 NA
ENSG00000161048 NAPEPLD NA
ENSG00000105821 DNAJC2 NA
ENSG00000189056 RELN 257320
ENSG00000164815 ORC5 NA
ENSG00000135250 SRPK2 NA
ENSG00000091127 PUS7 NA
ENSG00000146776 ATXN7L1 NA
ENSG00000008282 SYPL1 NA
ENSG00000164597 COG5 613612
ENSG00000091138 SLC26A3 214700
ENSG00000091136 LAMB1 615191
ENSG00000091129 NRCAM NA
ENSG00000184903 IMMP2L 137580
ENSG00000128512 DOCK4 NA
ENSG00000154415 PPP1R3A 125853
ENSG00000105967 TFEC NA
ENSG00000105989 WNT2 NA
ENSG00000077063 CTTNBP2 NA
ENSG00000008311 AASS 238700
ENSG00000081803 CADPS2 NA
ENSG00000081800 SLC13A1 NA
ENSG00000128609 NDUFA5 NA
ENSG00000106299 WASL NA
ENSG00000170775 GPR37 NA
ENSG00000128513 POT1 NA
ENSG00000179603 GRM8 NA
ENSG00000048405 ZNF800 NA
ENSG00000179562 GCC1 NA
ENSG00000128594 LRRC4 NA
ENSG00000106344 RBM28 612079
ENSG00000106348 IMPDH1 613837
ENSG00000106348 IMPDH1 180105
ENSG00000135253 KCP NA
ENSG00000064419 TNPO3 NA
ENSG00000186591 UBE2H NA
ENSG00000091732 ZC3HC1 NA
ENSG00000128567 PODXL NA
ENSG00000106554 CHCHD3 NA
ENSG00000085662 AKR1B1 NA
ENSG00000205060 SLC35B4 NA
ENSG00000105875 WDR91 NA
ENSG00000080802 CNOT4 NA
ENSG00000105894 PTN NA
ENSG00000157680 DGKI NA
ENSG00000182158 CREB3L2 NA
ENSG00000122778 KIAA1549 NA
ENSG00000105939 ZC3HAV1 NA
ENSG00000064393 HIPK2 NA
ENSG00000059378 PARP12 NA
ENSG00000133606 MKRN1 NA
ENSG00000157764 BRAF 613707
ENSG00000157764 BRAF 613706
ENSG00000157764 BRAF 605027
ENSG00000157764 BRAF 211980
ENSG00000157764 BRAF 115150
ENSG00000157764 BRAF 114500
ENSG00000090263 MRPS33 NA
ENSG00000165125 TRPV6 NA
ENSG00000197993 KEL 110900
ENSG00000146904 EPHA1 NA
ENSG00000050327 ARHGEF5 NA
ENSG00000106462 EZH2 277590
ENSG00000155660 PDIA4 NA
ENSG00000181444 ZNF467 NA
ENSG00000055118 KCNH2 613688
ENSG00000055118 KCNH2 609620
ENSG00000164885 CDK5 NA
ENSG00000164896 FASTK NA
ENSG00000082014 SMARCD3 NA
ENSG00000106615 RHEB NA
ENSG00000106617 PRKAG2 600858
ENSG00000106617 PRKAG2 261740
ENSG00000106617 PRKAG2 194200
ENSG00000196584 XRCC2 NA
ENSG00000157212 PAXIP1 NA
ENSG00000164690 SHH 611638
ENSG00000164690 SHH 174500
ENSG00000164690 SHH 147250
ENSG00000164690 SHH 142945
ENSG00000146918 NCAPG2 NA
ENSG00000198010 DLGAP2 NA
ENSG00000036448 MYOM2 NA
ENSG00000104626 ERI1 NA
ENSG00000173273 TNKS NA
ENSG00000175806 MSRA NA
ENSG00000104643 MTMR9 NA
ENSG00000154316 TDH NA
ENSG00000136573 BLK 613375
ENSG00000136574 GATA4 614430
ENSG00000136574 GATA4 614429
ENSG00000136574 GATA4 607941
